customer_id,name,home_city,home_lat,home_lon,account_age_days,avg_monthly_spend,risk_segment
CUST100066,Customer 0066,Pune,18.5204,73.8567,1812,1300.6,Medium
CUST100067,Customer 0067,Delhi,28.7041,77.1025,2530,12067.15,Low
CUST100068,Customer 0068,Mumbai,19.076,72.8777,272,3743.2,Medium
CUST100069,Customer 0069,Bangalore,12.9716,77.5946,2403,10752.03,Low
CUST100070,Customer 0070,Ahmedabad,23.0225,72.5714,2954,13329.42,Medium
CUST100071,Customer 0071,Chennai,13.0827,80.2707,462,12455.86,Low
CUST100072,Customer 0072,Ahmedabad,23.0225,72.5714,3180,16631.86,Medium
CUST100073,Customer 0073,Chennai,13.0827,80.2707,2265,15231.1,Low
CUST100074,Customer 0074,Kolkata,22.5726,88.3639,1453,20755.11,High
CUST100075,Customer 0075,Mumbai,19.076,72.8777,263,11849.91,Low
CUST100076,Customer 0076,Kolkata,22.5726,88.3639,966,4529.05,High
CUST100077,Customer 0077,Pune,18.5204,73.8567,170,10634.97,Low
CUST100078,Customer 0078,Ahmedabad,23.0225,72.5714,1537,8353.62,Low
CUST100079,Customer 0079,Mumbai,19.076,72.8777,1168,5544.95,Low
CUST100080,Customer 0080,Hyderabad,17.385,78.4867,964,19634.23,Low
CUST100081,Customer 0081,Mumbai,19.076,72.8777,3456,14593.87,Low
CUST100082,Customer 0082,Hyderabad,17.385,78.4867,572,3567.88,Low
CUST100083,Customer 0083,Hyderabad,17.385,78.4867,3364,2359.02,Low
CUST100084,Customer 0084,Hyderabad,17.385,78.4867,2936,6033.91,Medium
CUST100085,Customer 0085,Bangalore,12.9716,77.5946,462,10636.02,Low
CUST100086,Customer 0086,Delhi,28.7041,77.1025,1225,3344.47,Low
CUST100087,Customer 0087,Mumbai,19.076,72.8777,26,10591.18,Low
CUST100088,Customer 0088,Ahmedabad,23.0225,72.5714,2575,11960.72,Low
CUST100089,Customer 0089,Ahmedabad,23.0225,72.5714,1778,9854.68,Medium
CUST100090,Customer 0090,Mumbai,19.076,72.8777,616,13057.12,Low
CUST100091,Customer 0091,Kolkata,22.5726,88.3639,1002,9308.36,Low
CUST100092,Customer 0092,Kolkata,22.5726,88.3639,1194,7853.72,Low
CUST100093,Customer 0093,Hyderabad,17.385,78.4867,137,4084.83,Low
CUST100094,Customer 0094,Bangalore,12.9716,77.5946,1356,3193.41,Low
CUST100095,Customer 0095,Pune,18.5204,73.8567,635,11051.42,Medium
CUST100096,Customer 0096,Bangalore,12.9716,77.5946,794,4807.2,Low
CUST100097,Customer 0097,Mumbai,19.076,72.8777,3474,5548.7,Low
CUST100098,Customer 0098,Chennai,13.0827,80.2707,2816,22479.93,Low
CUST100099,Customer 0099,Delhi,28.7041,77.1025,1851,14397.04,Low
CUST100100,Customer 0100,Bangalore,12.9716,77.5946,2378,60812.21,Low
CUST100101,Customer 0101,Bangalore,12.9716,77.5946,409,11119.39,Low
CUST100102,Customer 0102,Hyderabad,17.385,78.4867,1992,8209.68,High
CUST100103,Customer 0103,Mumbai,19.076,72.8777,584,8191.3,Low
CUST100104,Customer 0104,Ahmedabad,23.0225,72.5714,1087,15049.62,Low
CUST100105,Customer 0105,Kolkata,22.5726,88.3639,2670,24450.08,Medium
CUST100106,Customer 0106,Chennai,13.0827,80.2707,14,11528.58,Low
CUST100107,Customer 0107,Kolkata,22.5726,88.3639,783,10967.12,Low
CUST100108,Customer 0108,Ahmedabad,23.0225,72.5714,2880,6951.44,Low
CUST100109,Customer 0109,Ahmedabad,23.0225,72.5714,2713,10765.89,Low
CUST100110,Customer 0110,Delhi,28.7041,77.1025,666,13822.69,Low
CUST100111,Customer 0111,Hyderabad,17.385,78.4867,1820,6282.24,Low
CUST100112,Customer 0112,Hyderabad,17.385,78.4867,126,9934.63,Low
CUST100113,Customer 0113,Hyderabad,17.385,78.4867,1160,6377.73,Low
CUST100114,Customer 0114,Ahmedabad,23.0225,72.5714,522,25614.11,Low
CUST100115,Customer 0115,Chennai,13.0827,80.2707,1129,26853.54,Low
CUST100116,Customer 0116,Bangalore,12.9716,77.5946,906,13536.7,Medium
CUST100117,Customer 0117,Bangalore,12.9716,77.5946,713,31400.31,Low
CUST100118,Customer 0118,Mumbai,19.076,72.8777,3157,18931.86,Low
CUST100119,Customer 0119,Mumbai,19.076,72.8777,3516,9189.96,Low
CUST100120,Customer 0120,Hyderabad,17.385,78.4867,2489,28162.26,Low
CUST100121,Customer 0121,Kolkata,22.5726,88.3639,1645,9100.49,Low
CUST100122,Customer 0122,Pune,18.5204,73.8567,2579,4415.88,Medium
CUST100123,Customer 0123,Mumbai,19.076,72.8777,3181,9849.68,Low
CUST100124,Customer 0124,Pune,18.5204,73.8567,2499,7904.92,Low
CUST100125,Customer 0125,Kolkata,22.5726,88.3639,1025,5454.18,Low
CUST100126,Customer 0126,Delhi,28.7041,77.1025,1792,13978.79,Low
CUST100127,Customer 0127,Bangalore,12.9716,77.5946,905,20304.0,Low
CUST100128,Customer 0128,Bangalore,12.9716,77.5946,2437,14527.89,Low
CUST100129,Customer 0129,Mumbai,19.076,72.8777,966,15811.55,Low
CUST100130,Customer 0130,Chennai,13.0827,80.2707,1450,11137.01,Medium
CUST100131,Customer 0131,Bangalore,12.9716,77.5946,1076,12609.39,Medium
CUST100132,Customer 0132,Pune,18.5204,73.8567,785,7094.31,Low
CUST100133,Customer 0133,Ahmedabad,23.0225,72.5714,3027,7096.61,Medium
CUST100134,Customer 0134,Delhi,28.7041,77.1025,1526,8509.05,Low
CUST100135,Customer 0135,Hyderabad,17.385,78.4867,3457,16905.98,Low
CUST100136,Customer 0136,Delhi,28.7041,77.1025,3475,15330.61,Medium
CUST100137,Customer 0137,Bangalore,12.9716,77.5946,2977,2732.38,Medium
CUST100138,Customer 0138,Chennai,13.0827,80.2707,1697,4515.36,Low
CUST100139,Customer 0139,Bangalore,12.9716,77.5946,46,16479.99,Low
CUST100140,Customer 0140,Chennai,13.0827,80.2707,2924,4930.36,Low
CUST100141,Customer 0141,Mumbai,19.076,72.8777,1306,8675.95,Low
CUST100142,Customer 0142,Mumbai,19.076,72.8777,406,12927.31,Low
CUST100143,Customer 0143,Delhi,28.7041,77.1025,860,9838.96,Low
CUST100144,Customer 0144,Delhi,28.7041,77.1025,153,2720.87,Medium
CUST100145,Customer 0145,Hyderabad,17.385,78.4867,2948,8006.41,Low
CUST100146,Customer 0146,Kolkata,22.5726,88.3639,3646,15284.82,Medium
CUST100147,Customer 0147,Hyderabad,17.385,78.4867,1075,15319.93,Low
CUST100148,Customer 0148,Chennai,13.0827,80.2707,2455,2010.71,Low
CUST100149,Customer 0149,Delhi,28.7041,77.1025,244,26913.76,Low
CUST100150,Customer 0150,Ahmedabad,23.0225,72.5714,760,13597.66,Low
CUST100151,Customer 0151,Kolkata,22.5726,88.3639,3334,7391.89,Low
CUST100152,Customer 0152,Bangalore,12.9716,77.5946,1207,8079.3,Low
CUST100153,Customer 0153,Chennai,13.0827,80.2707,2691,12054.19,Low
CUST100154,Customer 0154,Pune,18.5204,73.8567,2086,3728.27,Low
CUST100155,Customer 0155,Chennai,13.0827,80.2707,520,3861.48,Low
CUST100156,Customer 0156,Hyderabad,17.385,78.4867,1334,6889.63,Low
CUST100157,Customer 0157,Hyderabad,17.385,78.4867,2502,22245.68,Medium
CUST100158,Customer 0158,Mumbai,19.076,72.8777,2224,17306.88,Low
CUST100159,Customer 0159,Bangalore,12.9716,77.5946,3532,9655.69,Low
CUST100160,Customer 0160,Kolkata,22.5726,88.3639,763,6801.59,High
CUST100161,Customer 0161,Chennai,13.0827,80.2707,838,10354.94,Medium
CUST100162,Customer 0162,Mumbai,19.076,72.8777,1968,14431.36,Medium
CUST100163,Customer 0163,Chennai,13.0827,80.2707,1224,24137.54,Medium
CUST100164,Customer 0164,Hyderabad,17.385,78.4867,3490,8578.27,Low
CUST100165,Customer 0165,Pune,18.5204,73.8567,3637,13944.18,Medium
CUST100166,Customer 0166,Kolkata,22.5726,88.3639,2230,12198.41,Medium
CUST100167,Customer 0167,Mumbai,19.076,72.8777,1260,10749.13,Low
CUST100168,Customer 0168,Bangalore,12.9716,77.5946,3522,33506.61,Low
CUST100169,Customer 0169,Hyderabad,17.385,78.4867,3496,13546.24,Medium
CUST100170,Customer 0170,Mumbai,19.076,72.8777,3647,17439.45,Low
CUST100171,Customer 0171,Ahmedabad,23.0225,72.5714,1045,11909.63,Low
CUST100172,Customer 0172,Mumbai,19.076,72.8777,2841,9958.35,Low
CUST100173,Customer 0173,Mumbai,19.076,72.8777,1041,18399.22,Low
CUST100174,Customer 0174,Delhi,28.7041,77.1025,2733,1938.83,Medium
CUST100175,Customer 0175,Delhi,28.7041,77.1025,2789,7587.82,Low
CUST100176,Customer 0176,Kolkata,22.5726,88.3639,749,2416.02,Low
CUST100177,Customer 0177,Pune,18.5204,73.8567,2789,13213.86,Medium
CUST100178,Customer 0178,Bangalore,12.9716,77.5946,2966,4158.19,Medium
CUST100179,Customer 0179,Delhi,28.7041,77.1025,3323,27659.35,Low
CUST100180,Customer 0180,Delhi,28.7041,77.1025,1038,10193.03,Low
CUST100181,Customer 0181,Kolkata,22.5726,88.3639,233,8927.36,Low
CUST100182,Customer 0182,Pune,18.5204,73.8567,1812,22179.22,Low
CUST100183,Customer 0183,Bangalore,12.9716,77.5946,1494,12159.81,Low
CUST100184,Customer 0184,Mumbai,19.076,72.8777,1678,7805.25,Low
CUST100185,Customer 0185,Kolkata,22.5726,88.3639,1470,24858.44,Low
CUST100186,Customer 0186,Mumbai,19.076,72.8777,92,15094.12,Low
CUST100187,Customer 0187,Bangalore,12.9716,77.5946,3159,6927.27,Medium
CUST100188,Customer 0188,Pune,18.5204,73.8567,1479,6344.12,Low
CUST100189,Customer 0189,Bangalore,12.9716,77.5946,497,3456.33,Low
CUST100190,Customer 0190,Delhi,28.7041,77.1025,2211,21378.25,Low
CUST100191,Customer 0191,Kolkata,22.5726,88.3639,447,11434.67,Low
CUST100192,Customer 0192,Delhi,28.7041,77.1025,1087,24346.69,Low
CUST100193,Customer 0193,Mumbai,19.076,72.8777,3047,9121.68,Low
CUST100194,Customer 0194,Kolkata,22.5726,88.3639,3384,18354.74,Low
CUST100195,Customer 0195,Chennai,13.0827,80.2707,1262,23648.94,Low
CUST100196,Customer 0196,Delhi,28.7041,77.1025,3503,17489.4,Low
CUST100197,Customer 0197,Hyderabad,17.385,78.4867,2795,19181.52,Low
CUST100198,Customer 0198,Mumbai,19.076,72.8777,2916,2809.31,Low
CUST100199,Customer 0199,Pune,18.5204,73.8567,2027,12028.07,Low
CUST100200,Customer 0200,Ahmedabad,23.0225,72.5714,1029,1842.04,Low
CUST100201,Customer 0201,Ahmedabad,23.0225,72.5714,3187,2960.52,Medium
CUST100202,Customer 0202,Chennai,13.0827,80.2707,2603,10307.93,Low
CUST100203,Customer 0203,Delhi,28.7041,77.1025,1483,19808.88,Low
CUST100204,Customer 0204,Pune,18.5204,73.8567,1916,3750.64,Low
CUST100205,Customer 0205,Mumbai,19.076,72.8777,3264,2794.88,Low
CUST100206,Customer 0206,Mumbai,19.076,72.8777,909,23769.57,Medium
CUST100207,Customer 0207,Chennai,13.0827,80.2707,1729,18595.39,Low
CUST100208,Customer 0208,Mumbai,19.076,72.8777,681,9202.22,High
CUST100209,Customer 0209,Bangalore,12.9716,77.5946,2691,15218.39,Low
CUST100210,Customer 0210,Mumbai,19.076,72.8777,691,7572.38,Low
CUST100211,Customer 0211,Kolkata,22.5726,88.3639,1438,25868.24,Low
CUST100212,Customer 0212,Mumbai,19.076,72.8777,3127,35011.95,Low
CUST100213,Customer 0213,Hyderabad,17.385,78.4867,1111,4523.02,Medium
CUST100214,Customer 0214,Bangalore,12.9716,77.5946,2104,4740.87,Medium
CUST100215,Customer 0215,Mumbai,19.076,72.8777,2296,4495.2,Low
CUST100216,Customer 0216,Ahmedabad,23.0225,72.5714,346,10941.14,Low
CUST100217,Customer 0217,Mumbai,19.076,72.8777,1290,11896.73,Medium
CUST100218,Customer 0218,Bangalore,12.9716,77.5946,312,6361.92,Low
CUST100219,Customer 0219,Ahmedabad,23.0225,72.5714,735,16517.11,Low
CUST100220,Customer 0220,Pune,18.5204,73.8567,3467,6338.29,High
CUST100221,Customer 0221,Ahmedabad,23.0225,72.5714,535,17389.9,Low
CUST100222,Customer 0222,Kolkata,22.5726,88.3639,1541,14048.78,Medium
CUST100223,Customer 0223,Ahmedabad,23.0225,72.5714,3587,4705.03,Medium
CUST100224,Customer 0224,Ahmedabad,23.0225,72.5714,1664,3085.33,Low
CUST100225,Customer 0225,Mumbai,19.076,72.8777,723,20476.69,Medium
CUST100226,Customer 0226,Delhi,28.7041,77.1025,135,12193.01,Medium
CUST100227,Customer 0227,Ahmedabad,23.0225,72.5714,2202,8541.14,Low
CUST100228,Customer 0228,Delhi,28.7041,77.1025,242,1966.62,Low
CUST100229,Customer 0229,Delhi,28.7041,77.1025,2168,24477.72,Low
CUST100230,Customer 0230,Pune,18.5204,73.8567,3450,14723.3,Low
CUST100231,Customer 0231,Bangalore,12.9716,77.5946,3635,5908.52,Low
CUST100232,Customer 0232,Mumbai,19.076,72.8777,1771,3943.89,Low
CUST100233,Customer 0233,Chennai,13.0827,80.2707,2372,10848.57,Low
CUST100234,Customer 0234,Bangalore,12.9716,77.5946,2719,11520.43,Low
CUST100235,Customer 0235,Pune,18.5204,73.8567,1615,6956.15,Low
CUST100236,Customer 0236,Kolkata,22.5726,88.3639,2407,7790.68,Low
CUST100237,Customer 0237,Kolkata,22.5726,88.3639,2880,16769.8,Low
CUST100238,Customer 0238,Hyderabad,17.385,78.4867,127,11643.53,Medium
CUST100239,Customer 0239,Kolkata,22.5726,88.3639,2561,16932.54,Low
CUST100240,Customer 0240,Pune,18.5204,73.8567,2772,14813.5,Low
CUST100241,Customer 0241,Kolkata,22.5726,88.3639,1468,8092.93,Medium
CUST100242,Customer 0242,Kolkata,22.5726,88.3639,2893,14234.26,Low
CUST100243,Customer 0243,Mumbai,19.076,72.8777,234,12139.7,Low
CUST100244,Customer 0244,Delhi,28.7041,77.1025,663,26176.83,Low
CUST100245,Customer 0245,Hyderabad,17.385,78.4867,1838,16478.01,Low
CUST100246,Customer 0246,Kolkata,22.5726,88.3639,2316,10737.36,Low
CUST100247,Customer 0247,Ahmedabad,23.0225,72.5714,699,30666.67,Medium
CUST100248,Customer 0248,Hyderabad,17.385,78.4867,2955,2338.63,Medium
CUST100249,Customer 0249,Hyderabad,17.385,78.4867,1629,17109.51,Low
CUST100250,Customer 0250,Kolkata,22.5726,88.3639,2004,4858.3,Low
CUST100251,Customer 0251,Ahmedabad,23.0225,72.5714,3631,2778.55,Low
CUST100252,Customer 0252,Delhi,28.7041,77.1025,2375,5243.43,Low
CUST100253,Customer 0253,Mumbai,19.076,72.8777,1979,13279.29,Low
CUST100254,Customer 0254,Pune,18.5204,73.8567,2645,7187.86,Medium
CUST100255,Customer 0255,Kolkata,22.5726,88.3639,2570,14182.69,Low
CUST100256,Customer 0256,Kolkata,22.5726,88.3639,882,24675.08,Low
CUST100257,Customer 0257,Bangalore,12.9716,77.5946,1861,8718.68,Low
CUST100258,Customer 0258,Hyderabad,17.385,78.4867,3460,8715.38,High
CUST100259,Customer 0259,Pune,18.5204,73.8567,2631,17428.61,Low
CUST100260,Customer 0260,Bangalore,12.9716,77.5946,2353,8675.67,Medium
CUST100261,Customer 0261,Hyderabad,17.385,78.4867,625,6830.32,Medium
CUST100262,Customer 0262,Mumbai,19.076,72.8777,1056,1724.2,Low
CUST100263,Customer 0263,Hyderabad,17.385,78.4867,1002,12947.83,Low
CUST100264,Customer 0264,Mumbai,19.076,72.8777,2007,9298.56,Low
CUST100265,Customer 0265,Bangalore,12.9716,77.5946,2161,5868.09,Low
CUST100266,Customer 0266,Mumbai,19.076,72.8777,2448,12652.88,Low
CUST100267,Customer 0267,Delhi,28.7041,77.1025,2611,13034.01,Medium
CUST100268,Customer 0268,Chennai,13.0827,80.2707,2045,8177.47,Low
CUST100269,Customer 0269,Bangalore,12.9716,77.5946,932,7789.25,Medium
CUST100270,Customer 0270,Chennai,13.0827,80.2707,3054,13527.81,High
CUST100271,Customer 0271,Bangalore,12.9716,77.5946,2346,11141.0,Low
CUST100272,Customer 0272,Delhi,28.7041,77.1025,1668,7840.94,Low
CUST100273,Customer 0273,Kolkata,22.5726,88.3639,1151,21474.94,Low
CUST100274,Customer 0274,Mumbai,19.076,72.8777,2104,8017.93,Low
CUST100275,Customer 0275,Mumbai,19.076,72.8777,139,10845.75,Low
CUST100276,Customer 0276,Delhi,28.7041,77.1025,803,9808.31,Medium
CUST100277,Customer 0277,Bangalore,12.9716,77.5946,2126,4674.75,Medium
CUST100278,Customer 0278,Hyderabad,17.385,78.4867,355,6811.67,Low
CUST100279,Customer 0279,Kolkata,22.5726,88.3639,2453,9005.25,Low
CUST100280,Customer 0280,Bangalore,12.9716,77.5946,2740,8043.74,Low
CUST100281,Customer 0281,Pune,18.5204,73.8567,365,7194.58,Low
CUST100282,Customer 0282,Kolkata,22.5726,88.3639,60,21630.23,Medium
CUST100283,Customer 0283,Bangalore,12.9716,77.5946,3377,8657.18,Low
CUST100284,Customer 0284,Pune,18.5204,73.8567,2477,7880.25,Low
CUST100285,Customer 0285,Ahmedabad,23.0225,72.5714,2882,4462.63,Low
CUST100286,Customer 0286,Kolkata,22.5726,88.3639,1944,4976.61,Low
CUST100287,Customer 0287,Delhi,28.7041,77.1025,3026,6263.98,Low
CUST100288,Customer 0288,Ahmedabad,23.0225,72.5714,946,15591.17,Low
CUST100289,Customer 0289,Delhi,28.7041,77.1025,2301,16997.68,Low
CUST100290,Customer 0290,Mumbai,19.076,72.8777,3291,11152.78,Medium
CUST100291,Customer 0291,Bangalore,12.9716,77.5946,2404,3553.83,Low
CUST100292,Customer 0292,Ahmedabad,23.0225,72.5714,1212,9052.59,Low
CUST100293,Customer 0293,Ahmedabad,23.0225,72.5714,34,10315.93,Low
CUST100294,Customer 0294,Kolkata,22.5726,88.3639,72,5771.76,Low
CUST100295,Customer 0295,Ahmedabad,23.0225,72.5714,3130,6617.98,Medium
CUST100296,Customer 0296,Chennai,13.0827,80.2707,1117,33519.09,Low
CUST100297,Customer 0297,Pune,18.5204,73.8567,1096,37851.37,Medium
CUST100298,Customer 0298,Pune,18.5204,73.8567,2272,11058.17,Low
CUST100299,Customer 0299,Delhi,28.7041,77.1025,961,9933.96,Low
CUST100300,Customer 0300,Mumbai,19.076,72.8777,438,11711.75,Low
CUST100301,Customer 0301,Kolkata,22.5726,88.3639,3225,6655.05,Low
CUST100302,Customer 0302,Mumbai,19.076,72.8777,3256,11377.08,Low
CUST100303,Customer 0303,Ahmedabad,23.0225,72.5714,2559,2035.81,Low
CUST100304,Customer 0304,Hyderabad,17.385,78.4867,840,4441.85,Low
CUST100305,Customer 0305,Mumbai,19.076,72.8777,3345,3861.32,Low
CUST100306,Customer 0306,Mumbai,19.076,72.8777,3461,6349.96,Low
CUST100307,Customer 0307,Pune,18.5204,73.8567,64,14161.15,Low
CUST100308,Customer 0308,Pune,18.5204,73.8567,842,6373.8,Low
CUST100309,Customer 0309,Pune,18.5204,73.8567,1868,16109.12,Low
CUST100310,Customer 0310,Ahmedabad,23.0225,72.5714,3135,4860.84,Low
CUST100311,Customer 0311,Delhi,28.7041,77.1025,3310,14281.12,Low
CUST100312,Customer 0312,Mumbai,19.076,72.8777,3499,5159.95,Low
CUST100313,Customer 0313,Chennai,13.0827,80.2707,1121,16017.19,Low
CUST100314,Customer 0314,Ahmedabad,23.0225,72.5714,461,13839.7,Low
CUST100315,Customer 0315,Delhi,28.7041,77.1025,191,6923.82,High
CUST100316,Customer 0316,Mumbai,19.076,72.8777,2064,5640.68,Low
CUST100317,Customer 0317,Pune,18.5204,73.8567,2208,12973.05,Low
CUST100318,Customer 0318,Hyderabad,17.385,78.4867,1930,17418.51,Low
CUST100319,Customer 0319,Chennai,13.0827,80.2707,1949,18671.06,Low
CUST100320,Customer 0320,Hyderabad,17.385,78.4867,3200,7683.57,Low
CUST100321,Customer 0321,Chennai,13.0827,80.2707,2318,20432.43,Low
CUST100322,Customer 0322,Ahmedabad,23.0225,72.5714,1086,6861.3,Low
CUST100323,Customer 0323,Hyderabad,17.385,78.4867,1533,11791.03,Low
CUST100324,Customer 0324,Ahmedabad,23.0225,72.5714,137,5477.3,Low
CUST100325,Customer 0325,Pune,18.5204,73.8567,3196,26087.01,Low
CUST100326,Customer 0326,Hyderabad,17.385,78.4867,1314,11249.83,Low
CUST100327,Customer 0327,Ahmedabad,23.0225,72.5714,1791,5374.34,Low
CUST100328,Customer 0328,Bangalore,12.9716,77.5946,2086,27937.75,Low
CUST100329,Customer 0329,Bangalore,12.9716,77.5946,814,11997.74,Low
CUST100330,Customer 0330,Hyderabad,17.385,78.4867,3098,5467.28,Low
CUST100331,Customer 0331,Delhi,28.7041,77.1025,3055,7886.3,Low
CUST100332,Customer 0332,Mumbai,19.076,72.8777,2084,14492.1,Low
CUST100333,Customer 0333,Kolkata,22.5726,88.3639,655,5773.17,Low
CUST100334,Customer 0334,Mumbai,19.076,72.8777,2878,17187.95,Medium
CUST100335,Customer 0335,Kolkata,22.5726,88.3639,1718,8691.38,Low
CUST100336,Customer 0336,Ahmedabad,23.0225,72.5714,3639,20010.77,Low
CUST100337,Customer 0337,Kolkata,22.5726,88.3639,3077,11657.41,Low
CUST100338,Customer 0338,Hyderabad,17.385,78.4867,1329,9278.06,Low
CUST100339,Customer 0339,Bangalore,12.9716,77.5946,2733,5477.75,Medium
CUST100340,Customer 0340,Mumbai,19.076,72.8777,107,19135.36,Low
CUST100341,Customer 0341,Delhi,28.7041,77.1025,2721,11301.49,Low
CUST100342,Customer 0342,Chennai,13.0827,80.2707,3629,11879.39,Low
CUST100343,Customer 0343,Bangalore,12.9716,77.5946,3548,7331.12,Low
CUST100344,Customer 0344,Kolkata,22.5726,88.3639,374,11483.64,Low
CUST100345,Customer 0345,Ahmedabad,23.0225,72.5714,2258,8527.69,Low
CUST100346,Customer 0346,Mumbai,19.076,72.8777,1050,12330.52,Low
CUST100347,Customer 0347,Delhi,28.7041,77.1025,70,7073.09,Low
CUST100348,Customer 0348,Ahmedabad,23.0225,72.5714,140,27425.63,Low
CUST100349,Customer 0349,Mumbai,19.076,72.8777,117,5022.23,Medium
CUST100350,Customer 0350,Mumbai,19.076,72.8777,2332,17962.79,Low
