transaction_id,customer_id,transaction_amount,timestamp,merchant,device_type,location,latitude,longitude,payment_method,is_foreign,fraud_label
TXN7DE7657692C2,CUST100673,462.93,2026-07-21 13:18:04,Travel,Tablet,Mumbai,19.076,72.8777,Credit Card,False,0
TXNF0CA37BDD8FA,CUST100454,535.35,2026-07-21 13:33:40,Fuel,Mobile,Kolkata,22.5726,88.3639,Debit Card,False,0
TXN1731B1FE8F5D,CUST101127,2191.24,2026-07-21 13:35:16,Gaming,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXN08BC36EF2B63,CUST101104,591.12,2026-07-21 13:38:02,Grocery,POS Terminal,Pune,18.5204,73.8567,Debit Card,False,0
TXN18DF190F2AE4,CUST100625,953.53,2026-07-21 13:38:32,Fuel,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN2686E8E3FA33,CUST100068,211.41,2026-07-21 13:44:44,Fuel,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN63FBF4820AB6,CUST100016,132.2,2026-07-21 13:48:25,Grocery,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXN5F8C12624B8F,CUST100633,724.97,2026-07-21 13:51:52,Dining,POS Terminal,Mumbai,19.076,72.8777,Wallet,False,0
TXNE9A7C0E57392,CUST100510,3353.1,2026-07-21 13:56:21,Gaming,ATM,Chennai,13.0827,80.2707,Credit Card,False,0
TXNAFC4C98218D5,CUST100809,1725.98,2026-07-21 13:56:47,Dining,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXN3E0C05345ED9,CUST100178,52.15,2026-07-21 13:57:21,Utilities,ATM,Bangalore,12.9716,77.5946,Wallet,False,0
TXN968632E0CCE5,CUST100764,1793.61,2026-07-21 14:00:42,Crypto Exchange,Desktop,Delhi,28.7041,77.1025,UPI,False,0
TXNC631EA97F850,CUST100433,1562.33,2026-07-21 14:01:50,Gaming,ATM,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN0C0552BEA297,CUST100052,362.27,2026-07-21 14:02:50,Utilities,Desktop,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN48601CC252B1,CUST100270,1224.47,2026-07-21 14:04:15,Travel,Mobile,Chennai,13.0827,80.2707,Net Banking,False,0
TXN150DAB3D7E08,CUST100594,43446.41,2026-07-21 14:06:05,Gaming,Tablet,Pune,18.5204,73.8567,Net Banking,False,1
TXNCA17DA4BFC7A,CUST100680,1715.85,2026-07-21 14:10:46,Utilities,Mobile,Pune,18.5204,73.8567,Wallet,False,0
TXN66B0CDF60770,CUST100042,470.39,2026-07-21 14:14:22,Crypto Exchange,Mobile,Delhi,28.7041,77.1025,Debit Card,False,0
TXNEB495F378F75,CUST101176,568.3,2026-07-21 14:17:04,Grocery,Desktop,Chennai,13.0827,80.2707,UPI,False,0
TXNB4FA2CBF53E5,CUST100314,1188.64,2026-07-21 14:20:19,Fuel,Desktop,Ahmedabad,23.0225,72.5714,Wallet,False,0
TXND31A2E2A46A6,CUST100778,448.29,2026-07-21 14:21:19,Crypto Exchange,POS Terminal,Delhi,28.7041,77.1025,Debit Card,False,0
TXNBCA153BC2857,CUST100108,693.65,2026-07-21 14:22:41,Utilities,Desktop,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXN3B9328A90A98,CUST100638,1010.33,2026-07-21 14:27:55,Travel,Tablet,Chennai,13.0827,80.2707,Credit Card,False,0
TXN700C626A24DB,CUST100473,842.07,2026-07-21 14:29:06,Utilities,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXNAC08268C05F6,CUST100457,765.32,2026-07-21 14:33:32,Dining,Mobile,Delhi,28.7041,77.1025,Debit Card,False,0
TXN819AF86B5ECB,CUST100516,1179.6,2026-07-21 14:33:49,Travel,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXNA1E63C3D7CF9,CUST100236,2012.66,2026-07-21 14:33:57,Travel,Mobile,Kolkata,22.5726,88.3639,UPI,False,0
TXN6CBA4CDE3994,CUST100583,50.0,2026-07-21 14:34:51,Gaming,ATM,Mumbai,19.076,72.8777,Net Banking,False,0
TXN63A9D376ECA3,CUST100205,111.81,2026-07-21 14:35:44,Gaming,Desktop,Mumbai,19.076,72.8777,UPI,False,0
TXND2DC93BDFC8A,CUST100032,1309.78,2026-07-21 14:36:02,Fuel,Desktop,Kolkata,22.5726,88.3639,UPI,False,0
TXNFC9C62E77276,CUST100589,3287.73,2026-07-21 14:37:17,Utilities,Mobile,Hyderabad,17.385,78.4867,Net Banking,False,0
TXN02DF355AD9B7,CUST100384,833.9,2026-07-21 14:38:50,Online Marketplace,Tablet,Chennai,13.0827,80.2707,Credit Card,False,0
TXN410E855370DC,CUST100697,80.07,2026-07-21 14:44:14,Electronics,Mobile,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXNC317D54D2E66,CUST100333,416.45,2026-07-21 14:47:02,Grocery,Tablet,Kolkata,22.5726,88.3639,UPI,False,0
TXN1C5C0E355086,CUST100805,2955.78,2026-07-21 14:48:29,Fuel,Mobile,Bangalore,12.9716,77.5946,Net Banking,False,0
TXN4B04C2787D1C,CUST101106,323.59,2026-07-21 14:51:11,Gaming,Desktop,Kolkata,22.5726,88.3639,Net Banking,False,0
TXNCED50648B02A,CUST100142,802.11,2026-07-21 15:17:58,Dining,POS Terminal,Mumbai,19.076,72.8777,Credit Card,False,0
TXNF5EF80428E8A,CUST100948,624.04,2026-07-21 15:21:45,Crypto Exchange,Mobile,Delhi,28.7041,77.1025,Net Banking,False,0
TXN89D30A8F7B8B,CUST100921,1698.86,2026-07-21 15:22:18,Dining,POS Terminal,Chennai,13.0827,80.2707,UPI,False,0
TXN0F6A4FDCC23A,CUST100881,2984.08,2026-07-21 15:27:30,Fuel,ATM,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN77BBCBCE2417,CUST100187,1031.47,2026-07-21 15:28:36,Jewellery,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXN107843B964F2,CUST100197,2713.44,2026-07-21 15:29:09,Electronics,Mobile,Hyderabad,17.385,78.4867,Debit Card,False,0
TXN6206EA0D7BE1,CUST100024,1119.79,2026-07-21 15:32:28,Travel,Mobile,Bangalore,12.9716,77.5946,Debit Card,False,0
TXNF558AB35841C,CUST100552,508.5,2026-07-21 15:33:23,Jewellery,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXNF45F2BA16B51,CUST100235,663.3,2026-07-21 15:33:33,Dining,Desktop,Pune,18.5204,73.8567,Credit Card,False,0
TXN70B6097B7B7F,CUST100855,1417.39,2026-07-21 15:42:24,Dining,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXN1D51F1E1192B,CUST100340,782.59,2026-07-21 15:44:23,Fuel,Tablet,Mumbai,19.076,72.8777,Debit Card,False,0
TXN73F7079DEE05,CUST100162,696.45,2026-07-21 15:44:55,Grocery,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN943AEA482234,CUST100300,455.43,2026-07-21 15:48:11,Jewellery,POS Terminal,Mumbai,19.076,72.8777,Credit Card,False,0
TXNE24D4F7229B3,CUST101136,1146.77,2026-07-21 15:53:27,Online Marketplace,Mobile,Kolkata,22.5726,88.3639,Wallet,False,0
TXND1D9541B4F2C,CUST100543,1355.25,2026-07-21 15:59:38,Electronics,Desktop,Mumbai,19.076,72.8777,Credit Card,False,0
TXN46E881FEF768,CUST101028,485.76,2026-07-21 16:01:38,Utilities,Desktop,Mumbai,19.076,72.8777,Net Banking,False,0
TXN9FE8B0218FFC,CUST100407,104.43,2026-07-21 16:05:26,Jewellery,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXNE6ABDF9D919C,CUST100760,934.48,2026-07-21 16:05:36,Jewellery,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXNAF5E08301619,CUST100795,384.07,2026-07-21 16:09:50,Travel,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXN0A035B741ACB,CUST100268,1760.17,2026-07-21 16:12:37,Crypto Exchange,POS Terminal,Chennai,13.0827,80.2707,Debit Card,False,0
TXND7419EE2C379,CUST100995,50.0,2026-07-21 16:12:57,Utilities,Mobile,Hyderabad,17.385,78.4867,Debit Card,False,0
TXNF06B01DC0A7D,CUST101113,2532.86,2026-07-21 16:13:01,Travel,Mobile,Delhi,28.7041,77.1025,Debit Card,False,0
TXN2E933F787AC0,CUST100987,354.76,2026-07-21 16:13:10,Grocery,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXN20294349DCE0,CUST101028,909.82,2026-07-21 16:21:09,Crypto Exchange,Tablet,Mumbai,19.076,72.8777,Credit Card,False,0
TXN0B85B9F35D32,CUST100030,3339.93,2026-07-21 16:21:54,Fuel,Tablet,Chennai,13.0827,80.2707,Net Banking,False,0
TXN59FC517E94BE,CUST101179,578.0,2026-07-21 16:24:56,Fuel,Tablet,Pune,18.5204,73.8567,Credit Card,False,0
TXN0A8A694555F1,CUST100118,1958.74,2026-07-21 16:29:35,Jewellery,Desktop,Mumbai,19.076,72.8777,UPI,False,0
TXN14F7AB791FD4,CUST100707,958.7,2026-07-21 16:34:44,Electronics,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN96363D2BEA2E,CUST100220,190.65,2026-07-21 16:35:38,Jewellery,ATM,Pune,18.5204,73.8567,Debit Card,False,0
TXND2EEBD55204A,CUST100782,966.59,2026-07-21 16:36:31,Gaming,Mobile,Mumbai,19.076,72.8777,Credit Card,False,0
TXN03BF3CC2711B,CUST100510,981.22,2026-07-21 16:39:48,Online Marketplace,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXN7E444392EAF4,CUST100445,629.77,2026-07-21 16:46:04,Utilities,Desktop,Pune,18.5204,73.8567,Debit Card,False,0
TXNEC894176DDD8,CUST100876,1426.53,2026-07-21 16:47:59,Dining,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXN5EA729435D44,CUST100085,471.13,2026-07-21 16:51:42,Gaming,Desktop,Bangalore,12.9716,77.5946,Debit Card,False,0
TXND4316C0CB172,CUST100573,587.63,2026-07-21 16:53:36,Crypto Exchange,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN4C2BB7DE960E,CUST100396,636.77,2026-07-21 16:53:56,Online Marketplace,Mobile,Mumbai,19.076,72.8777,UPI,False,0
TXN0DD4B9E1F13C,CUST100210,51.08,2026-07-21 16:59:58,Gaming,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN586135300B75,CUST100792,2768.82,2026-07-21 17:07:58,Gaming,POS Terminal,Pune,18.5204,73.8567,Net Banking,False,0
TXN3509BBAA877D,CUST100835,108.8,2026-07-21 17:09:39,Fuel,Desktop,Delhi,28.7041,77.1025,Debit Card,False,0
TXN6C1E90EAB80C,CUST100912,1498.5,2026-07-21 17:10:32,Fuel,Mobile,Delhi,28.7041,77.1025,Credit Card,False,0
TXND75D3592C131,CUST100516,522.51,2026-07-21 17:10:37,Grocery,Tablet,Chennai,13.0827,80.2707,UPI,False,0
TXN92E258B2F738,CUST100368,754.94,2026-07-21 17:12:16,Online Marketplace,Desktop,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXNC989A53BEAA0,CUST100093,219.28,2026-07-21 17:14:51,Dining,Mobile,Hyderabad,17.385,78.4867,Debit Card,False,0
TXN1505116C4D69,CUST100127,1868.98,2026-07-21 17:16:22,Jewellery,Mobile,Bangalore,12.9716,77.5946,UPI,False,0
TXN1996FD808E9D,CUST101028,1257.78,2026-07-21 17:30:11,Gaming,Mobile,Mumbai,19.076,72.8777,Wallet,False,0
TXN1A41542428EB,CUST100315,967.26,2026-07-21 17:40:04,Travel,Tablet,Delhi,28.7041,77.1025,UPI,False,0
TXN00925ECB9570,CUST100308,847.03,2026-07-21 17:40:16,Grocery,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXN760B38502FD2,CUST100031,986.95,2026-07-21 17:43:12,Dining,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXN8742DD3F221D,CUST100529,409.84,2026-07-21 17:43:17,Fuel,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN6E1F7E47045F,CUST100644,1309.89,2026-07-21 17:46:29,Dining,Tablet,Pune,18.5204,73.8567,Credit Card,False,0
TXN9D078B29C910,CUST100036,288.24,2026-07-21 17:48:50,Electronics,Mobile,Kolkata,22.5726,88.3639,Credit Card,False,0
TXNB2E0513589BB,CUST100992,1530.03,2026-07-21 17:50:25,Electronics,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXNC3ABDE7720D8,CUST101095,1263.85,2026-07-21 17:52:27,Dining,Desktop,Chennai,13.0827,80.2707,Credit Card,False,0
TXN0B2B53870E10,CUST101099,50.0,2026-07-21 17:57:11,Crypto Exchange,Mobile,Bangalore,12.9716,77.5946,Net Banking,False,0
TXN537CDC508ECA,CUST101143,859.03,2026-07-21 17:57:39,Utilities,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN3B544E9E7F5F,CUST100905,113.14,2026-07-21 18:02:30,Crypto Exchange,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXNA539FF9A27E8,CUST100932,1110.52,2026-07-21 18:03:14,Grocery,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXN175BE2D231B2,CUST100976,34661.74,2026-07-21 18:04:43,Fuel,POS Terminal,New York,40.7128,-74.006,Net Banking,True,1
TXN31CA358967E0,CUST100937,328.71,2026-07-21 18:04:49,Fuel,Desktop,Chennai,13.0827,80.2707,UPI,False,0
TXNB3A3552FB8D7,CUST100767,260.21,2026-07-21 18:08:36,Utilities,POS Terminal,Kolkata,22.5726,88.3639,Net Banking,False,0
TXN1C678D617713,CUST100063,1861.92,2026-07-21 18:08:45,Online Marketplace,ATM,Chennai,13.0827,80.2707,UPI,False,0
TXNBF53A3479976,CUST100569,184.89,2026-07-21 18:20:35,Gaming,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXN4BEF18B5D52C,CUST100591,200.44,2026-07-21 18:29:59,Jewellery,Tablet,Chennai,13.0827,80.2707,Debit Card,False,0
TXN4872F0C78BEA,CUST100354,924.28,2026-07-21 18:38:42,Jewellery,Tablet,Delhi,28.7041,77.1025,Debit Card,False,0
TXNB2019166DC91,CUST100511,1064.4,2026-07-21 18:53:16,Grocery,Tablet,Mumbai,19.076,72.8777,Debit Card,False,0
TXN790A38DB36A5,CUST100644,663.25,2026-07-21 18:53:43,Electronics,Tablet,Pune,18.5204,73.8567,UPI,False,0
TXN9A4B2524F078,CUST100477,354.24,2026-07-21 18:56:16,Grocery,Mobile,Kolkata,22.5726,88.3639,UPI,False,0
TXN53945F72BD0A,CUST100708,1048.39,2026-07-21 18:58:00,Electronics,POS Terminal,Mumbai,19.076,72.8777,Debit Card,False,0
TXN36B2856D6DFA,CUST100766,523.07,2026-07-21 19:00:39,Grocery,Desktop,Chennai,13.0827,80.2707,UPI,False,0
TXNCFFC8C1E694B,CUST100590,2646.4,2026-07-21 19:02:22,Jewellery,POS Terminal,Delhi,28.7041,77.1025,Debit Card,False,0
TXN9C73FF9235E6,CUST101120,777.45,2026-07-21 19:03:32,Crypto Exchange,Mobile,Pune,18.5204,73.8567,Credit Card,False,0
TXN7D955DA0B32B,CUST100942,1190.99,2026-07-21 19:07:09,Electronics,Mobile,Hyderabad,17.385,78.4867,UPI,False,0
TXN0476AC960489,CUST100911,309.2,2026-07-21 19:09:32,Utilities,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXN056E86F07653,CUST100963,547.36,2026-07-21 19:10:09,Fuel,Desktop,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXNE3094472F8C6,CUST100265,511.36,2026-07-21 19:10:26,Electronics,Desktop,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNB50AC2FBFD0C,CUST100465,1012.32,2026-07-21 19:11:42,Crypto Exchange,Desktop,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNB3AF900D86CE,CUST100109,983.17,2026-07-21 19:15:35,Grocery,Mobile,Ahmedabad,23.0225,72.5714,UPI,False,0
TXN1EF6D6453B82,CUST100622,418.92,2026-07-21 19:19:38,Online Marketplace,Desktop,Pune,18.5204,73.8567,UPI,False,0
TXNFA7E58131CBD,CUST100037,473.12,2026-07-21 19:19:41,Crypto Exchange,Desktop,Mumbai,19.076,72.8777,Debit Card,False,0
TXNFC435B3A6EE0,CUST100473,193.2,2026-07-21 19:24:40,Jewellery,Desktop,Pune,18.5204,73.8567,Debit Card,False,0
TXN47CB421BF9B2,CUST100591,600.24,2026-07-21 19:25:00,Dining,Mobile,Chennai,13.0827,80.2707,Debit Card,False,0
TXN67E6936C4B54,CUST100163,3064.14,2026-07-21 19:27:07,Utilities,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXN50A37C5ED1AD,CUST100389,50.22,2026-07-21 19:29:43,Utilities,POS Terminal,Kolkata,22.5726,88.3639,UPI,False,0
TXN78D607D829B8,CUST100574,834.77,2026-07-21 19:34:26,Crypto Exchange,Mobile,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXNDDED9813434D,CUST100752,2273.72,2026-07-21 19:37:58,Fuel,Desktop,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN9AC8E91B7190,CUST100376,147.64,2026-07-21 19:40:06,Travel,ATM,Pune,18.5204,73.8567,Wallet,False,0
TXNF1F33B4ED2D2,CUST100484,773.0,2026-07-21 19:47:57,Dining,Mobile,Pune,18.5204,73.8567,Debit Card,False,0
TXNE0EA5B1517F2,CUST100177,2158.57,2026-07-21 19:49:27,Online Marketplace,Desktop,Pune,18.5204,73.8567,UPI,False,0
TXN2947643A91B9,CUST100324,189.61,2026-07-21 19:49:48,Fuel,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN5A4C0374E07A,CUST100733,2485.98,2026-07-21 19:50:40,Electronics,Mobile,Mumbai,19.076,72.8777,Debit Card,False,0
TXN1600AEA030E7,CUST100490,173.75,2026-07-21 19:54:35,Grocery,Mobile,Ahmedabad,23.0225,72.5714,Net Banking,False,0
TXNDB748B718BD0,CUST100135,1511.55,2026-07-21 19:56:44,Travel,Desktop,Hyderabad,17.385,78.4867,Net Banking,False,0
TXNB04158B8C9B5,CUST100365,113.51,2026-07-21 19:58:59,Dining,Mobile,Ahmedabad,23.0225,72.5714,Credit Card,False,0
TXN07267099C791,CUST100333,719.06,2026-07-21 20:02:04,Online Marketplace,Mobile,Kolkata,22.5726,88.3639,Debit Card,False,0
TXND9BF70E83866,CUST100616,349.95,2026-07-21 20:06:36,Jewellery,Desktop,Chennai,13.0827,80.2707,Net Banking,False,0
TXN7DA7632B54B9,CUST100125,230.1,2026-07-21 20:09:40,Online Marketplace,Mobile,Kolkata,22.5726,88.3639,Debit Card,False,0
TXNA54BA1D2FD10,CUST100795,893.03,2026-07-21 20:09:58,Gaming,Tablet,Chennai,13.0827,80.2707,Net Banking,False,0
TXN994D84B6BC6D,CUST100276,993.77,2026-07-21 20:12:29,Fuel,Desktop,Delhi,28.7041,77.1025,Debit Card,False,0
TXNC253DA56D363,CUST101148,1408.75,2026-07-21 20:15:21,Grocery,Mobile,Chennai,13.0827,80.2707,Credit Card,False,0
TXN5D3C0282CCE5,CUST100072,899.91,2026-07-21 20:17:17,Dining,Mobile,Ahmedabad,23.0225,72.5714,Debit Card,False,0
TXN426C8523887D,CUST100329,571.85,2026-07-21 20:30:08,Fuel,Mobile,Bangalore,12.9716,77.5946,Credit Card,False,0
TXN6C90B4F009B9,CUST100338,544.61,2026-07-21 20:32:39,Jewellery,Mobile,Hyderabad,17.385,78.4867,Credit Card,False,0
TXN266E88AA85CC,CUST100990,1953.36,2026-07-21 20:34:20,Travel,POS Terminal,Bangalore,12.9716,77.5946,Credit Card,False,0
TXNC0158F9DB59A,CUST100307,841.84,2026-07-21 20:37:08,Jewellery,Desktop,Pune,18.5204,73.8567,Debit Card,False,0
TXNFC24A3E10960,CUST101089,81.41,2026-07-21 20:41:17,Electronics,ATM,Mumbai,19.076,72.8777,Net Banking,False,0
TXN1FE72DB2EEE8,CUST100685,304.87,2026-07-21 20:41:39,Fuel,Mobile,Bangalore,12.9716,77.5946,Wallet,False,0
TXNE90B68F5631E,CUST100952,573.65,2026-07-21 20:42:42,Fuel,Mobile,Pune,18.5204,73.8567,UPI,False,0
TXN9297BE741FD3,CUST100888,349.94,2026-07-21 20:44:45,Travel,Mobile,Mumbai,19.076,72.8777,UPI,False,0
